id,bank,category,merchant_name,merchant_locations_or_group,benefit_summary,benefit_type,percentages,promotion_days,day_text,validity,caps_and_minimums,level_rules,source_url
5a610e5bd685f8eb,Itaú,Gastronomía,Juan Valdez,,25 % Hasta; Tenes 25% de reintegro + 5% adicional con AMEX PLATINUM y VISA INFINITE,reintegro,25 %; 25%; 5%,lunes,Todos los lunes,2025-12-10 hasta 2026-09-28,,,https://www.itau.com.py/beneficios2/Detalle?b=16876&c=30008
b31c50d430032da8,Itaú,Gastronomía,Pizza Hut,,6 Cuotas sin intereses; Tenes 6 cuotas sin intereses para los cumpleaños.,cuotas_sin_intereses,,lunes,No especificado,2025-09-19 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16615&c=30028
3ea8c7e0bccde5af,Itaú,Gastronomía,TREFFEN,,tarjeta de crédito; Tenes 20% de ahorro,beneficio,20%,lunes; jueves,LUNES A JUEVES,2026-07-01 hasta 2026-09-03,,,https://www.itau.com.py/beneficios2/Detalle?b=17020&c=32014
fe558ef1e3f0cb21,Itaú,Hogar,CENTRO DE MATERIALES,,10 Cuotas sin intereses 40 %; Tenes 40% de ahorro con Tarjeta de Crédito y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,40 %; 40%,,No especificado,2026-04-27 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16980&c=31948
e9150106c5868257,Itaú,Hogar,Corporacion Mercantil,,25 % 10 Cuotas sin intereses; 25% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,25 %; 25%,,No especificado,2026-02-02 hasta 2026-09-15,,,https://www.itau.com.py/beneficios2/Detalle?b=16735&c=1430
63ab7798b614f938,Itaú,Hogar,Essen,,10 Cuotas sin intereses 30 %; Tenes 30% de ahorro en combos promocionales con tarjeta de crédito Itaú y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,30 %; 30%,,No especificado,2026-01-07 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16711&c=30594
f49c3349fb90e388,Itaú,Hogar,Kekas Design,,10 Cuotas sin intereses; Tenes hasta 10 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-08-04 hasta 2026-09-15,,,https://www.itau.com.py/beneficios2/Detalle?b=17037&c=30531
c5d6654ec52e5212,Itaú,Hogar,Luminotecnia,,10 Cuotas sin intereses 15 %; 15% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,15 %; 15%,sábado,Aplica los sábados,2026-01-10 hasta 2026-12-26,,,https://www.itau.com.py/beneficios2/Detalle?b=15776&c=1112
2b2605726bc80209,Itaú,Hogar,Luminotecnia,,6 Cuotas sin intereses; hasta 6 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-01-06 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16377&c=1112
918c632c66506c03,Itaú,Hogar,Tecnocentro,,10 Cuotas sin intereses 45 % Hasta; Tenes hasta 45% de descuento y hasta 10 cuotas sin intereses,cuotas_sin_intereses,45 %; 45%,,No especificado,2026-01-08 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16181&c=1483
a5402ad99e66fe7d,Itaú,Indumentaria,Maestro,,60 % Hasta 10 Cuotas sin intereses; Tenés hasta 50% de descuento en caja + 10% adicional vía reintegro pagando con GPAY y APPLE PAY + hasta 6 cuotas sin intereses,cuotas_sin_intereses,60 %; 50%; 10%,,No especificado,2023-10-17 hasta 2026-08-26,,,https://www.itau.com.py/beneficios2/Detalle?b=14761&c=1062
7b32da64ad015416,Itaú,Indumentaria,Tiendas Martel,,6 Cuotas sin intereses 50 % Hasta; Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,cuotas_sin_intereses,50 %; 50%,,No especificado,2026-03-17 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16710&c=30119
187af41091bac104,Itaú,Indumentaria,Todo Costura,,12 Cuotas sin intereses; Hasta 12 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-01-12 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=15935&c=31552
d168d9c56e2876d1,Itaú,Indumentaria,Wrangler,,6 Cuotas sin intereses 50 % Hasta; Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,cuotas_sin_intereses,50 %; 50%,,No especificado,2026-03-17 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16710&c=30120
492d4d766ce8ba4d,Itaú,Niños,AVENTURA PARK,,10 % 10 Cuotas sin intereses; Tenés 10% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,10 %; 10%,,No especificado,2018-01-01 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=10429&c=31960
18bdb0a7bea9b920,Itaú,Niños,Estoy Jugueteria,,20 % 6 Cuotas sin intereses; 20% de ahorro y hasta 6 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,viernes,Aplica los viernes,2025-06-06 hasta 2026-12-25,,,https://www.itau.com.py/beneficios2/Detalle?b=16318&c=30144
c6ea148ad91fc4db,Itaú,Niños,Owoki,,10 Cuotas sin intereses 20 % Hasta; 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%; 15%; 5%,,No especificado,2025-12-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16797&c=1302
45150e821c8556d4,Itaú,Shell,Shell,,20 %; 20% de REINTEGRO con tu tarjeta de Crédito ORO y PREMIUM.,reintegro,20 %; 20%,lunes,todos los lunes,2026-01-05 hasta 2026-09-28,,,https://www.itau.com.py/beneficios2/Detalle?b=16918&c=31291
7d88cc745f7b4029,Itaú,Stock & Superseis,Stock,,15 %; 15% de ahorro.,reintegro,15 %; 15%,sábado,todos los sábados,2025-09-06 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16585&c=1457
4c0c98907971091b,Itaú,Stock & Superseis,SuperSeis,,15 %; 15% de ahorro.,reintegro,15 %; 15%,sábado,todos los sábados,2025-09-06 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16585&c=1464
d6c367ffeaac383a,Itaú,Super Real,Super Real,,15 %; 15% de ahorro.,reintegro,15 %; 15%,lunes,Aplica los LUNES,2025-10-06 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=15535&c=31460
36c333abaf98351d,Itaú,Supermercados,Areté,,15 %; Tenes 15% de ahorro.,reintegro,15 %; 15%,domingo,Aplica los domingos,2026-01-04 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16929&c=31447
7c871f73bfc8fc10,Itaú,Supermercados,CASA GRUTTER,,15 % Hasta; Tenes 10% de reintegro para todas las Tarjetas de crédito y 15% para tarjetas de crédito Personal Bank VISA INFINITE y AMEX PLATINUM,reintegro,15 %; 10%; 15%,martes,No especificado,2026-08-04 hasta 2026-10-06,,,https://www.itau.com.py/beneficios2/Detalle?b=17033&c=32034
d826ba2dd9cbf303,Itaú,Teatro,CIRKO MARISKO,,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-06-02 hasta 2026-09-12,,,https://www.itau.com.py/beneficios2/Detalle?b=17006&c=32001
d3fe815960a4d8cd,Itaú,Teatro,FACUNDO ARANA SOBRE LA MARCHA,,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-05-01 hasta 2026-09-15,,,https://www.itau.com.py/beneficios2/Detalle?b=16987&c=32045
bad1df67f7d5c170,Itaú,Teatro,HABLANDO HUEVADAS,,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-05-08 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16989&c=31981
11f6a7bbdaa49995,Itaú,Teatro,LA JENNY,,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-05-08 hasta 2026-11-29,,,https://www.itau.com.py/beneficios2/Detalle?b=16990&c=31982
7185b3e16b670118,Itaú,Teatro,RESET UNIPERSONAL STAND UP,,20 % 10 Cuotas sin intereses; 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-05-08 hasta 2026-10-23,,,https://www.itau.com.py/beneficios2/Detalle?b=16988&c=32047
a4f9f338850cd745,Itaú,Tecnología,Claro,,12 Cuotas sin intereses; Tenes hasta 12 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2025-07-07 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16439&c=31596
aa50c64612e4b6a8,Itaú,Tecnología,Compumarket,,15 Cuotas sin intereses; hasta 15 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2024-12-09 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=15970&c=1034
80635aa5c66c9f35,Itaú,Tecnología,Personal,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2024-04-05 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=15164&c=30885
5a248bdf71a643c8,Itaú,Tecnología,Tigo,,12 Cuotas sin intereses; Hasta 12 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-01-07 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=15030&c=31226
3e80cf49242dc77f,Itaú,Varios,5 DIAS,,10 Cuotas sin intereses; Tenas hasta 10 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2021-09-24 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=12813&c=30610
0df1b25b653df1f8,Itaú,Varios,ASOCIACION BRANGUS DEL PARAGUAY,,10 Cuotas sin intereses; Hasta 10 Cuotas sin intereses con tarjetas de crédito Itaú,cuotas_sin_intereses,,,No especificado,2026-06-04 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=17008&c=32004
519f5ff5ed53e649,Itaú,Varios,American Look,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1251
66a74c312f04cacf,Itaú,Varios,Ares,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31392
4c169eab4a65eb9e,Itaú,Varios,BELLA AURORA,,12 Cuotas sin intereses; Tenes hasta 12 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-06-26 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=17017&c=32012
c3581ec8b4367783,Itaú,Varios,Bertoni,,6 Cuotas sin intereses 15 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,cuotas_sin_intereses,15 %; 15%; 5%; 10%,miércoles,No especificado,2026-03-26 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16903&c=30201
323788c0b1e3a879,Itaú,Varios,Bertoni,,6 Cuotas sin intereses 20 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,cuotas_sin_intereses,20 %; 15%; 5%,miércoles,No especificado,2026-03-26 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16965&c=30201
15e475100346f9ae,Itaú,Varios,CONTROL UNION,,10 Cuotas sin intereses; Tenes 10 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-06-09 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=17011&c=32007
fdc3aca4a3793c48,Itaú,Varios,Casa Corbellani,,20 % 10 Cuotas sin intereses; 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2025-05-10 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16292&c=31593
593f2cb79c71f451,Itaú,Varios,Cat,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1371
d39d5bc8749d3489,Itaú,Varios,Chacomer,,20 % 12 Cuotas sin intereses; Tenes 20% de ahorro y hasta 12 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%; 15%,viernes,todos los viernes,2025-05-01 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16230&c=30995
27fb9a77c923c215,Itaú,Varios,Chacomer,,20 % 12 Cuotas sin intereses; Tenes 20% de reintegro con las Tarjetas de Crédito Itaú y HASTA 12 CUOTAS SIN INTERESES,cuotas_sin_intereses,20 %; 20%,,No especificado,2025-03-01 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16122&c=30995
ed3b3d43dd602020,Itaú,Varios,Crocs,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1432
a2af5aaee0e08908,Itaú,Varios,Denoir,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1444
36aba6bc35670f21,Itaú,Varios,EXA GOETHE,,6 Cuotas sin intereses; Tenes 6 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-03-05 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16953&c=31951
7ab8e190bfa7c5f9,Itaú,Varios,Fapasisa,,10 Cuotas sin intereses 20 % Hasta; hasta 20% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,20 %; 20%,,No especificado,2026-07-08 hasta 2026-09-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16756&c=30412
03977b4ca1a4b050,Itaú,Varios,Garden,,3 Cuotas sin intereses; hasta 3 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2025-01-01 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=13561&c=30380
d2aca0ad7f174134,Itaú,Varios,Hering,,6 Cuotas sin intereses 20 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,cuotas_sin_intereses,20 %; 15%; 5%,miércoles,No especificado,2026-03-26 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16965&c=1600
98d303c2e15bdaa6,Itaú,Varios,Indio Termos,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31092
59ff84e78e68505e,Itaú,Varios,JOSEPH COIFFURE,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1629
1703b94ad35f2de9,Itaú,Varios,Lomas Padel,,20 %; Tenes 20% de ahorro con APPLE PAY o GOOGLE PAY (billeteras).,beneficio,20 %; 20%,sábado; domingo,No especificado,2024-04-15 hasta 2026-12-27,,,https://www.itau.com.py/beneficios2/Detalle?b=15182&c=30608
294d1499b1d4654a,Itaú,Varios,Mi portal Coca Cola,,25 %; 25% de ahorro.,beneficio,25 %; 25%,domingo,Aplica los domingos,2025-10-19 hasta 2026-08-30,,,https://www.itau.com.py/beneficios2/Detalle?b=16428&c=31719
1d6643d63409f133,Itaú,Varios,New Balance,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1272
b323081e9268f5f5,Itaú,Varios,Nice,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30240
7d9bba361c7508c1,Itaú,Varios,Pampero,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31093
9d56881fb3685f14,Itaú,Varios,Patrol,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30094
d09f3027e8c28c60,Itaú,Varios,Primer Martes,,"25 % Hasta 10 Cuotas sin intereses; hasta 25% de ahorro y hasta 10 cuotas sin intereses + 10% con código QR, Apple Pay, Google Pay.",cuotas_sin_intereses,25 %; 25%; 10%; 5%,martes,No especificado,2026-01-06 hasta 2026-12-01,,,https://www.itau.com.py/beneficios2/Detalle?b=13431&c=31173
1bc0de3ea20fe412,Itaú,Varios,RAICES REAL ESTATE,,10 Cuotas sin intereses; Tenes 10 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-05-25 hasta 2026-09-20,,,https://www.itau.com.py/beneficios2/Detalle?b=16996&c=31992
25fd890fd0e39859,Itaú,Varios,Rondina,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1396
b8ea70e53bed907f,Itaú,Varios,Sallustro,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30036
742af6dd7201afb4,Itaú,Varios,Shell,,20 %; 20% de reintegro con tu tarjeta de Crédito clásica,reintegro,20 %; 20%,lunes,todos los lunes,2026-01-05 hasta 2026-09-28,,,https://www.itau.com.py/beneficios2/Detalle?b=16914&c=31291
02aff17aa83896d2,Itaú,Varios,Sport House,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1456
d68b31fae45052e1,Itaú,Varios,TL Sports & Outdoors,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1493
9240c7d4b41684d1,Itaú,Varios,Timberland,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30097
e40a8e0a968ff8e0,Itaú,Varios,Touring y Automóvil Club Paraguayo,,10 Cuotas sin intereses; Tenes hasta 10 cuotas sin intereses.,cuotas_sin_intereses,,,No especificado,2026-06-26 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=17016&c=32011
cff3459eab37905a,Itaú,Varios,VGS,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1538
2d64a7987a4435bc,Itaú,Varios,VICAR S.A.,,10 % 10 Cuotas sin intereses; Tenes 10% de ahorro y hasta 10 cuotas sin intereses.,cuotas_sin_intereses,10 %; 10%,,No especificado,2021-08-30 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=12732&c=30423
b8be0bfa667e7dfe,Itaú,Varios,Vernier,,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,cuotas_sin_intereses,25 %; 20%; 5%,miércoles,No especificado,2025-05-30 hasta 2026-12-02,,,https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30116
58e14e1e82c79fa9,Itaú,Viaje y Turismo,Ace Tours,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1211
af6ef374b8b4fcd1,Itaú,Viaje y Turismo,Aeromar,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1216
d6d0229cf830465e,Itaú,Viaje y Turismo,Agencias de Viajes,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=31564
40cc72845245dbcc,Itaú,Viaje y Turismo,Agyr,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1010
16fe933199ce90ab,Itaú,Viaje y Turismo,Almacen De Viajes,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1223
3bc2ebed8dc40c58,Itaú,Viaje y Turismo,Alto Vuelo,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30469
a99f139f8ef98887,Itaú,Viaje y Turismo,Ami Tour,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30051
c418641c3f0b87fb,Itaú,Viaje y Turismo,Aries Travel,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1267
2eb983c94a3c2b4e,Itaú,Viaje y Turismo,Aventura Viajes,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1326
5a59a21f89fbb4c3,Itaú,Viaje y Turismo,Bespoke,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30416
82566a76284aa7f4,Itaú,Viaje y Turismo,Boarding Pass,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1344
5ce313ac9b9098bf,Itaú,Viaje y Turismo,CMP Travel,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=32037
40819fe650521263,Itaú,Viaje y Turismo,Consorcio,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30043
99fd18ba6ae67636,Itaú,Viaje y Turismo,Coral Turismo,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1429
8571a62faea5f124,Itaú,Viaje y Turismo,Frontur,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30046
7940684d0ea93a94,Itaú,Viaje y Turismo,Go Travel,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30050
ff243e6f6458b9bb,Itaú,Viaje y Turismo,Interviajes,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1619
bbaa11d3f81cd689,Itaú,Viaje y Turismo,Latam,,10 Cuotas sin intereses; hasta 10 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2026-02-11 hasta 2026-12-31,,,https://www.itau.com.py/beneficios2/Detalle?b=15177&c=1093
e40e3e0b3b56c60e,Itaú,Viaje y Turismo,Maral Turismo,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1190
4ca1f4c9f544af73,Itaú,Viaje y Turismo,Me Vuelo,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30840
7a1dc163b1ae8e2d,Itaú,Viaje y Turismo,Origen,,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,cuotas_sin_intereses,,,No especificado,2025-02-01 hasta 2026-08-31,,,https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1294
