Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Medios de pago,Detalle,Bases y condiciones,URL detalle,URL categoría
Varios,Itaú,Rondina,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1396,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Sallustro,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30036,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Shell,20 %; 20% de reintegro con tu tarjeta de Crédito clásica,todos los lunes,2026-01-05 hasta 2026-09-28,tarjeta de crédito,"Tanque lleno, todos los lunes. Del 23 de febrero al 30 de septiembre de 2026. 20% de REINTEGRO con tu tarjeta de Crédito clásica. Tope de compra Gs. 300.000 por mes, por cliente (titular + adicional). No aplica PERSONAL BANK. Consultar Estaciones Adheridas en www.itau.com.py/Paginas/sobreitau_informes.","Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. El tope de reintegro mensual aplica por cliente titular. Los consumos realizados con todas las tarjetas del titular, incluidas las adicionales, se acumulan en una única bolsa de combustible.",https://www.itau.com.py/beneficios2/Detalle?b=16914&c=31291,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Sport House,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1456,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,TL Sports & Outdoors,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1493,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Timberland,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30097,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Touring y Automóvil Club Paraguayo,10 Cuotas sin intereses; Tenes hasta 10 cuotas sin intereses.,No especificado,2026-06-26 hasta 2026-12-31,tarjeta de crédito,Del 25 de junio hasta el 31 de diciembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=17016&c=32011,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,VGS,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1538,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,VICAR S.A.,10 % 10 Cuotas sin intereses; Tenes 10% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2021-08-30 hasta 2026-12-31,tarjeta de crédito,Hasta el 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 10% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=12732&c=30423,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Vernier,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30116,https://www.itau.com.py/beneficios2/categoria/16
Viaje y Turismo,Itaú,Ace Tours,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1211,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Aeromar,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1216,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Agencias de Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=31564,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Agyr,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1010,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Almacen De Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1223,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Alto Vuelo,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30469,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Ami Tour,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30051,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Aries Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1267,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Aventura Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1326,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Bespoke,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30416,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Boarding Pass,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1344,https://www.itau.com.py/beneficios2/categoria/17
