Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Ciudad,Montos / topes,Detalle,Logo URL,Fuente API
Construcción,Continental,PY Vidrios,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 24 de julio de 2027,Nueva Esperanza (Canindeyú),Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en PY Vidrios. - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través links de pago o POS virtuales. Vigente hasta el 24 de julio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/LOGO_PY_VIDRIOS_b467fa3bc3.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Pandolfo,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 03 de marzo de 2027,Todo el país,Límite de compras mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Pandolfo. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compras mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Vigente hasta el 03 de marzo de 2027. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logo_Pandolfo_31a876fdf2.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Petersen,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,todos los días,Vigente hasta el 29 de enero de 2027,No especificado,Límite de compra mensual de hasta Gs; Gs. 500.000; Gs. 50.000.000,"Los jueves, en Petersen. - 20% de reintegro. Límite de compra mensual de hasta Gs. 500.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 29 de enero de 2027. Sucursales adheridas: Asunción: - Avda. Eusebio Ayala 2299 - Santo Tomás 1653 casi Avda. Artigas Ciudad del Este: - Avda. Itaipú Oeste casi Monseñor Mariano Roque Alonso: - Ruta Transchaco - Ruta Transchaco Km 15 Ñemby: - Acceso Sur casi Divino Niño Jesús San Lorenzo: - Ruta N.º 15 (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_2026_08_04_T113550_251_96e0a716e6.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Proyec S.A.E,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 13 de septiembre de 2026,Asunción,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Proyec S.A.E. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Exclusivamente a través del POS Dinelco. Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 13 de septiembre de 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/6614f061_c5be_4435_b5d5_e7d4c95b0493_b163d56df1.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Rackpar,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 19 de marzo de 2027,Ypané,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Rackpar - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 19 de marzo de 2027. (*) No participan las tarjetas Cabal, Pre Pagas ni GourmetCard. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago",https://www.bancontinental.com.py/uploads/imagen_6_a671cd693c.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Shopping Glass - Butterfly,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 20 de agosto de 2026,No especificado,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,"Todos los días, en Shopping Glass (Butterfly Persianas & Cortinas). - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 20 de agosto de 2026. (*) No participan las tarjetas Pre-Pagas, GourmetCard ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Shopping_Glass_61948f405d.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Construcción,Continental,Universo Emprendimientos,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 03 de septiembre de 2026,Pedro Juan Caballero,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,"Todos los días, en Universo Emprendimientos. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 03 de septiembre de 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logo_Universo_Emprendimientos_8c9b993714.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Contimarket,Continental,Contimarket - 25%,25%; 25% de reintegro,No especificado,No especificado,Todo el país,Límite de compra mensual de hasta Gs; Tope de reintegro de Gs; Gs. 1.000.000; Gs. 250.000.,""" El jueves 20 de agosto, en Contimarket.com. - 25% de reintegro. Límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta, en conjunto para los días de promoción durante el mes. Tope de reintegro de Gs. 250.000. Válido pagando con tarjetas de crédito Continental, únicamente para compras procesadas a través de Contimarket.com Vigente el 20 de agosto de 2026. (*) Beneficio exclusivo para compras de consumo personal o familiar, no aplica a compras con fines comerciales. (*) Reintegros y cuotas no son válidos para compras realizadas con tarjetas de débito. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.""",https://www.bancontinental.com.py/uploads/GRAFICA_feed_482c0e2468.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Contimarket,Continental,Contimarket.com,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 31 de diciembre de 2026,Todo el país,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Contimarket.com - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental, únicamente para compras procesadas a través de Contimarket.com. Vigente hasta el 31 de diciembre de 2026. (*) Beneficio exclusivo para compras de consumo personal o familiar, no aplica a compras con fines comerciales. (*) Reintegros y cuotas no son válidos para compras realizadas con tarjetas de débito. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Domingo_de_Compras_Digitales_Pautas_Facebook_1080px_x_1080px_f76649aec6.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Deportes,Continental,Avant Padel,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 14 de abril de 2027,Curuguaty,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Avant Padel. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 14 de abril de 2027. (*) No participan las tarjetas Cabal, Pre Pagas ni GourmetCard. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_10_e823bf92d2.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
